,title,description,adress
39,신한은행 우리동네 응원 프로그램 이벤트,대상 고객이 관련 사진 및 이용 후기를 작성한 후 본인 인스타그램이나 네이버 블로그 계정에 필수 해시태그인 신한은행 우리동네 응원 프로그램을 포함해 업로드 하면 이벤트에 자동으로 응모된다 신한은행 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002529212
40,선한 영향력 찐이야영탁 팬카페 결식아동 위해 만원 기부,팬카페 관계자는 모금에 대한 부담을 느끼지 않도록 팬카페 회원들이 직접 블로그 글을 쓰거나 활동을 해서 적립된 콩을 십시일반 모아 후원금을 마련했다며 데뷔 주년을 기념해 보다 의미 있는 기부를 하겠다는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=015&aid=0004603190
41,뜨는 여행지 완주대한민국 국제 관광 박람회 참가,완주군은 방문객들의 관심도를 높이기 위해 군이 운영하는 블로그와 인스타그램 페이스북 채널 등  채널 구독자 확보를 위한 이벤트를 진행한다 이와 함께 우리나라 최초 재배지로 국가농업유산으로 인정받은 생강 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005595291
42,  코로나 우려에 사무실 복귀 무기한 연기,는 블로그를 통해 미국 내 사무실을 완전히 재개할 수 있는 새로운 날짜를 예상하려고 노력하지 않기로 결정했다며 공중보건 지침에 따라 안전하게 사무실을 열 수 있는 시점이 오길 바란다는 뜻을 밝혔다 지난 월 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=104&oid=003&aid=0010712960
43, 전북 아태 마스터스 성공 기원  언택트 이벤트,해당 소셜미디어는 페이스북 인스타그램 유튜브  블로그 카카오플러스채널  등이다 참여자 중 명에게 추첨을 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010714106
44,경북도 경북 안심여행지 개소 선정,안심여행지는 시군의 추천을 받고 인스타그램블로그 등 에서 뜨고 있는 여행지도 함께 조사해 선정했다 밀집도가 높지 않고 안전하게 여행할 수 있는지를 중요하게 고려했다 여행지 목록을 살펴보면 계절별로 산과 ,https://daily.hankooki.com/lpage/society/202109/dh20210910085321148520.htm?s_ref=nv
45,대학에 공정한 사다리를 놓는 방법,미국뉴욕이하은글로벌리포터 필자소개 현뉴욕주립대학교오스웨고캠퍼스국제교류처교직원 미국유학생들을위한비자정보블로그에디터 뉴욕 ,http://news.ebs.co.kr/ebsnews/allView/60103387/N
46,당근마켓 의약품 거래  이용자 안전망 강화 나서,같은기간월일반온라인몰에서의약품부당거래행위적발건수는총만건으로오픈마켓만건일반쇼핑몰만건카페블로그건건으로나타났다중고거래부문은총 ,http://zine.istyle24.com/Feature/FeatureView.aspx?Idx=55087&Menu=6&_C_=23069
47,영탁 데뷔 주년 기념 영딱이 딱이야 월드비전 만원 기부,팬카페 관계자는 모금에 대한 부담을 느끼지 않도록 팬카페 회원들이 직접 블로그 글을 쓰거나 활동을 해서 적립된 콩을 십시일반 모아 후원금을 마련했다며 데뷔 주년을 기념해 보다 의미 있는 기부를 하겠다는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=106&oid=108&aid=0002987663
48,박원순 피해자 신상 공개한 대 주부 집행유예,공소사실을 모두 유죄로 인정한 재판부는 네이버 밴드와 블로그에 피해자 실명 등을 달 넘게 게시해 죄질이 나쁘다면서도 잘못을 인정하고 반성하는 점 미성년자인 자녀를 양육하고 있는 점을 고려했다고 양형 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=214&aid=0001147200
49,박원순 피해자 실명 공개 커뮤니티 운영자에 징역 년집유 년,손 부장판사는 피고인은 자신이 운영하는 네이버 밴드 메인화면과 블로그 등에 피해자의 실명을 두 달 넘게 게시해 죄질이 나쁘다면서도 잘못을 인정하고 미성년 자녀가 있는 점 등을 참작했다고 밝혔다 최씨는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005593555
50,천안 소식천안시 업성저수지 교량 명칭 의견수렴 등,조사 참여 방법은 천안시청 누리집 또는 블로그에서 확인할 수 있으며 자격제한은 없으나 인 회만 참여할 수 있다 천안시시설관리공단 맞춤 체력프로그램 제공 충남 천안시시설관리공단은 북부스포츠센터를 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010712096
51,제보자 지목 씨 윤석열김웅 명예훼손으로 법적대응 준비,씨는 일 밤 시 분경 자신의 블로그에 김 의원과 윤 전 총장은 지속적인 허위사실유포와 함께 보도되는 사건의 심각성 자신들의 공적 신분과 의무조차 망각하는 것 매우 중차대한 대선에서 격 떨어지는 수준의 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=016&aid=0001885274
52,구미직업능력개발학원 블로그 유튜브 스마트스토어  강좌 개설,대구 경북에서 블로그 유튜브 스마트스토어 등  교육을 전문으로 하는 고용노동부 국비지원 기관인 블로그 강좌의 경우 기본부터 시작하는데 꾸미기 설정 메뉴 글 동영상 관리 스킨 만들기 대문 타이틀 ,http://www.naeil.com/news_view/?id_art=398677
53,박원순 성폭력 피해자 신상 공개한 주부 집행유예,재판부는 공소사실을 모두 유죄로 인정하며 네이버 밴드와 블로그에 피해자 실명 등을 달 넘게 게시해 죄질이 나쁘다고 지적했다 이어 피해자가 차 가해를 호소하면서 엄벌을 탄원하고 있는 점은 불리하다면서도 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003551529
54,관악구 빈틈없고 체계적인 추석 명절 종합대책 추진,또한 페이스북 블로그 카카오톡 당근마켓 등을 활용해 추석 이동자제 선별진료소 운영 사회적 거리두기 준수 등을 홍보하고 각종 재난사고 예방과 유사시 신속한 대응을 위해 교통 청소 의료 안전 등 기능별 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=079&aid=0003551839
55,사람 향기 나는 컬러풀대구이야기 사진전 개최,번의 헌혈 열혈 헌혈러 박종원님의 이야기로 시작해 월 말까지 제작되는 총 편의 컬러풀 대구 이야기는 대구시 공식 블로그 페이스북 인스타그램에서 확인할 수 있다 다양한 대구 사람들의 이야기는 ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=005&aid=0001470009
